Time_of_Breach,Breach_Type,Attack_Vector,Vulnerability_Type,Targeted_System,Data_Exfiltrated,Attack_Successful,Attack_Duration_Hours,Damage_Cost_Dollars,Incident_Response_Time_Minutes,User_Notified,Legal_Action_Taken,Cyber_Hacked
11,Phishing,Network,Known,IoT,True,False,36,423254,31,False,False,False
22,Malware,Physical,Zero-day,Server,False,True,25,63988,192,True,True,False
16,Malware,Physical,Misconfiguration,Mobile,False,False,14,863381,195,True,False,False
7,Data Leak,Insider,Misconfiguration,IoT,False,True,8,724029,104,False,False,False
10,SQL Injection,Web,Misconfiguration,Server,True,True,29,736779,28,True,False,True
23,Malware,Web,Misconfiguration,Server,True,True,25,625298,53,False,False,True
3,Malware,Insider,Known,Mobile,True,False,23,641605,134,True,True,False
18,SQL Injection,Web,Misconfiguration,Server,True,False,36,15242,69,False,True,True
13,Malware,Email,Known,Mobile,True,False,12,808858,23,True,True,True
7,Phishing,Physical,Known,Mobile,False,True,12,909350,205,True,True,False
4,Malware,Email,Known,IoT,False,False,18,475988,41,True,False,False
13,SQL Injection,Email,Known,Mobile,False,False,36,41515,177,True,False,False
20,Phishing,Email,Zero-day,Server,False,True,19,971380,105,False,True,False
1,Malware,Insider,Zero-day,Mobile,True,True,35,669078,222,False,False,True
8,Data Leak,Email,Misconfiguration,IoT,True,True,27,39533,74,True,True,False
14,Phishing,Network,Known,Server,False,False,3,964217,228,False,True,True
16,Phishing,Web,Misconfiguration,IoT,False,True,13,538973,44,True,False,True
14,Data Leak,Insider,Misconfiguration,Desktop,True,False,38,95471,104,True,False,True
12,Data Leak,Network,Misconfiguration,IoT,False,True,41,201872,117,True,True,False
19,Malware,Network,Misconfiguration,Desktop,False,False,19,267556,138,False,False,True
23,Malware,Physical,Known,Desktop,True,False,43,118139,181,True,True,True
15,SQL Injection,Physical,Known,Mobile,False,False,35,574652,194,False,False,False
2,SQL Injection,Network,Zero-day,Server,True,False,15,897991,239,True,True,True
2,Phishing,Physical,Known,Mobile,False,True,16,604703,118,True,False,True
23,Data Leak,Web,Known,Server,False,False,35,345697,72,False,False,False
22,Data Leak,Web,Misconfiguration,IoT,False,False,5,951111,79,False,False,True
19,SQL Injection,Physical,Known,Desktop,True,True,7,727913,218,True,True,True
22,Phishing,Email,Misconfiguration,Desktop,True,True,21,828113,140,True,True,False
22,Phishing,Network,Known,Desktop,True,True,41,110505,223,False,True,True
17,SQL Injection,Web,Zero-day,IoT,True,False,1,534864,103,False,True,False
20,SQL Injection,Physical,Misconfiguration,IoT,True,False,25,648839,171,False,True,False
10,SQL Injection,Physical,Known,Mobile,True,True,30,265314,200,True,True,True
6,Malware,Web,Known,Mobile,False,True,19,411645,184,True,True,True
15,Phishing,Web,Misconfiguration,Server,False,True,24,741569,42,False,True,True
22,Phishing,Email,Zero-day,Server,False,False,46,411476,225,False,False,False
11,Phishing,Physical,Zero-day,Desktop,False,False,15,951665,24,False,False,False
5,SQL Injection,Physical,Known,IoT,True,True,35,637838,25,True,False,True
1,SQL Injection,Insider,Known,IoT,False,False,24,155156,216,False,False,True
8,SQL Injection,Email,Known,Mobile,True,False,36,703724,202,True,True,False
21,SQL Injection,Web,Misconfiguration,Mobile,False,True,14,249331,44,False,False,True
12,Data Leak,Web,Misconfiguration,Server,False,False,22,756432,63,True,False,False
12,SQL Injection,Network,Misconfiguration,Server,True,False,39,558288,213,False,False,False
5,Malware,Web,Known,Mobile,True,True,8,168409,211,False,True,False
7,Data Leak,Physical,Zero-day,Mobile,False,True,16,114575,202,True,False,False
4,Data Leak,Web,Misconfiguration,IoT,True,True,46,432889,42,True,False,False
6,SQL Injection,Physical,Zero-day,Server,True,True,17,980657,34,False,True,False
13,Phishing,Physical,Known,Mobile,False,True,5,173118,238,False,False,False
20,SQL Injection,Email,Misconfiguration,Mobile,True,False,41,171880,201,False,True,False
15,Phishing,Web,Misconfiguration,Desktop,True,False,35,191324,154,False,True,False
3,SQL Injection,Email,Misconfiguration,Mobile,True,False,37,712348,147,True,True,False
23,SQL Injection,Physical,Known,Mobile,False,True,18,994449,44,False,False,True
8,Phishing,Web,Known,IoT,True,True,21,776396,175,True,False,False
20,Phishing,Web,Known,Mobile,True,False,42,401977,152,False,False,True
16,Phishing,Email,Zero-day,Server,True,False,1,17221,181,False,True,False
13,Phishing,Email,Zero-day,Desktop,False,True,17,927930,105,True,False,True
18,Malware,Physical,Misconfiguration,IoT,False,True,8,26068,90,False,False,True
10,Phishing,Physical,Misconfiguration,Server,False,False,29,393869,80,False,False,True
19,SQL Injection,Web,Known,Desktop,True,False,20,228216,236,True,False,False
17,SQL Injection,Web,Known,Desktop,False,False,37,125861,202,False,False,False
19,Malware,Insider,Known,Mobile,True,True,39,236035,183,False,True,True
23,Phishing,Insider,Misconfiguration,Desktop,False,False,5,680957,211,False,True,True
5,SQL Injection,Network,Known,Desktop,False,False,10,655637,51,False,False,False
21,Malware,Physical,Zero-day,Mobile,True,True,6,4877,220,True,False,True
23,SQL Injection,Network,Zero-day,IoT,True,False,7,406535,129,False,True,False
9,Malware,Network,Misconfiguration,Mobile,True,True,35,708894,232,False,False,False
12,Malware,Email,Misconfiguration,IoT,True,False,27,34112,128,False,True,False
21,Data Leak,Email,Zero-day,Desktop,True,True,42,23383,150,False,True,False
1,Data Leak,Insider,Known,Server,True,True,21,591984,237,True,False,True
1,Phishing,Network,Misconfiguration,IoT,True,True,24,918987,71,False,False,False
15,Data Leak,Insider,Misconfiguration,IoT,False,True,29,447385,81,False,False,False
2,Malware,Physical,Misconfiguration,IoT,False,True,27,901607,42,True,True,True
22,SQL Injection,Web,Zero-day,IoT,False,False,38,723724,156,True,True,True
16,SQL Injection,Email,Misconfiguration,Desktop,True,True,2,892456,153,False,True,False
8,Phishing,Physical,Zero-day,Server,False,False,25,682820,171,True,False,False
13,Data Leak,Physical,Zero-day,IoT,True,True,2,752182,196,False,False,True
21,Phishing,Email,Known,Server,False,False,38,520595,218,True,True,False
1,Malware,Email,Known,Desktop,False,False,18,716757,121,False,False,True
16,Data Leak,Network,Known,IoT,True,False,42,804131,151,True,True,False
7,Phishing,Insider,Misconfiguration,Server,False,True,7,841446,136,False,True,False
5,SQL Injection,Physical,Zero-day,IoT,False,False,4,898948,178,False,True,True
22,SQL Injection,Network,Misconfiguration,IoT,False,False,44,994108,161,False,False,False
23,Phishing,Network,Zero-day,Desktop,False,True,40,702502,149,False,False,True
3,Phishing,Physical,Misconfiguration,IoT,False,False,41,880179,31,False,False,True
12,Phishing,Physical,Zero-day,Server,True,False,10,691457,141,True,False,False
16,Malware,Web,Known,Server,True,True,41,492308,62,True,True,False
19,Malware,Insider,Known,Desktop,False,True,28,666165,193,False,True,True
5,SQL Injection,Physical,Misconfiguration,Mobile,True,True,30,562526,101,False,False,True
22,Malware,Email,Zero-day,Mobile,True,True,24,407790,90,True,False,False
14,Malware,Web,Known,Desktop,False,False,36,441258,213,False,True,True
5,Data Leak,Insider,Zero-day,Desktop,True,False,16,166940,103,True,False,False
15,Malware,Email,Misconfiguration,Mobile,True,True,33,198416,92,True,False,False
17,Data Leak,Email,Known,Mobile,True,False,10,71147,72,False,True,True
14,Malware,Insider,Misconfiguration,Server,False,False,21,222697,237,False,True,True
20,SQL Injection,Web,Misconfiguration,Server,False,True,27,304098,231,True,False,True
5,Phishing,Email,Zero-day,Server,False,False,21,857992,217,True,False,False
12,SQL Injection,Network,Misconfiguration,Mobile,False,False,27,710092,217,False,False,False
16,Malware,Insider,Misconfiguration,Desktop,False,True,32,723792,149,False,True,True
16,Phishing,Insider,Zero-day,IoT,False,False,5,827801,121,False,True,False
21,Phishing,Physical,Zero-day,Server,False,True,35,937588,76,False,True,False
7,Phishing,Web,Misconfiguration,IoT,True,False,22,630874,209,True,False,False
4,Data Leak,Network,Known,Desktop,False,False,36,67674,157,False,False,False
1,SQL Injection,Network,Known,Mobile,True,True,10,311022,81,False,False,False
5,Data Leak,Physical,Zero-day,Server,False,False,34,148579,140,False,True,True
23,Phishing,Email,Misconfiguration,Mobile,False,True,6,754401,67,False,True,False
10,SQL Injection,Email,Known,Desktop,False,True,14,377102,183,True,False,True
22,SQL Injection,Network,Zero-day,Server,False,True,37,551766,159,False,False,False
5,Malware,Web,Zero-day,Desktop,True,False,19,805442,127,True,True,False
4,Data Leak,Email,Zero-day,Desktop,False,False,32,297496,199,False,True,False
2,Data Leak,Insider,Misconfiguration,Server,True,True,20,676202,186,False,False,False
20,Malware,Physical,Zero-day,IoT,True,True,21,316664,213,False,False,True
10,Data Leak,Web,Known,Server,True,True,15,218752,217,True,True,True
19,Phishing,Email,Misconfiguration,Mobile,False,False,17,624997,206,True,False,True
1,Phishing,Network,Known,IoT,False,True,44,405701,124,True,False,True
5,Data Leak,Physical,Known,Server,True,False,45,289758,162,True,True,False
13,Malware,Email,Known,Server,False,True,24,819317,141,False,True,True
4,SQL Injection,Network,Misconfiguration,Server,False,False,21,657604,143,True,False,True
16,Data Leak,Email,Known,Server,False,False,15,72428,110,True,True,True
16,SQL Injection,Physical,Zero-day,Server,True,False,11,967854,135,True,False,True
23,Malware,Insider,Zero-day,Mobile,True,False,37,472026,132,False,True,False
2,SQL Injection,Insider,Known,Desktop,True,False,30,740410,99,False,False,True
17,Malware,Network,Zero-day,Mobile,True,False,18,376712,45,False,True,True
20,Malware,Insider,Misconfiguration,Desktop,True,True,28,716988,31,True,True,True
12,Phishing,Physical,Misconfiguration,Server,False,True,13,432606,103,False,False,True
18,Phishing,Network,Zero-day,Mobile,True,True,43,936218,55,True,False,False
3,Malware,Email,Zero-day,Desktop,True,False,10,193212,239,False,True,False
1,Data Leak,Web,Misconfiguration,Desktop,True,False,47,521569,218,True,True,False
1,Phishing,Email,Known,Server,True,False,39,971000,130,True,False,True
19,Malware,Physical,Misconfiguration,Server,False,True,12,776805,170,False,False,False
11,SQL Injection,Network,Known,IoT,False,False,38,42942,63,False,False,False
5,SQL Injection,Email,Zero-day,IoT,True,True,41,349506,104,True,False,False
12,Data Leak,Network,Zero-day,Desktop,False,True,40,908294,69,True,True,True
3,SQL Injection,Insider,Known,IoT,True,True,26,283126,150,True,True,True
1,SQL Injection,Web,Known,Mobile,True,False,44,866639,46,True,False,True
1,Malware,Physical,Misconfiguration,Desktop,True,True,19,257551,193,True,False,False
8,SQL Injection,Email,Known,Mobile,False,True,23,84264,104,True,True,False
10,SQL Injection,Web,Zero-day,IoT,False,False,36,703739,211,False,True,False
11,SQL Injection,Physical,Zero-day,Mobile,True,True,27,202448,52,True,False,False
12,SQL Injection,Physical,Zero-day,Desktop,True,True,16,60809,91,True,False,False
13,Malware,Insider,Known,Mobile,True,True,7,120616,33,False,True,False
12,SQL Injection,Network,Known,Desktop,False,False,13,711431,20,False,True,True
14,Data Leak,Network,Zero-day,IoT,True,False,12,282839,136,False,True,False
2,Phishing,Web,Known,Desktop,True,False,27,399485,138,False,True,True
19,Data Leak,Insider,Misconfiguration,IoT,False,False,33,192549,133,True,False,False
18,Phishing,Physical,Misconfiguration,Server,True,True,31,620228,59,False,False,False
3,Data Leak,Insider,Known,IoT,False,False,11,984468,212,False,True,True
23,Phishing,Insider,Known,Desktop,True,False,17,52450,30,True,False,False
17,Phishing,Web,Zero-day,Desktop,False,True,38,302066,196,False,True,True
8,Phishing,Network,Known,Server,True,True,2,822664,107,True,True,True
10,Phishing,Insider,Zero-day,Server,True,False,3,60941,224,False,False,True
2,Malware,Insider,Misconfiguration,IoT,False,True,34,312872,174,False,True,True
19,Data Leak,Insider,Known,Mobile,True,True,32,667814,43,True,True,False
9,Phishing,Email,Misconfiguration,Mobile,False,False,24,730637,66,False,False,False
7,Data Leak,Insider,Known,Server,True,False,24,571110,95,True,True,True
4,SQL Injection,Insider,Known,IoT,False,True,13,546224,120,True,False,True
21,Phishing,Physical,Zero-day,Server,True,True,22,174324,126,False,True,True
18,Data Leak,Email,Zero-day,Server,False,False,19,317335,139,False,True,True
13,Malware,Insider,Known,Desktop,False,False,30,279004,83,True,True,False
11,Data Leak,Insider,Known,Desktop,True,False,39,568539,110,True,False,True
4,Phishing,Web,Zero-day,Desktop,True,True,21,976651,43,True,True,False
21,SQL Injection,Web,Misconfiguration,Server,False,True,23,675963,107,True,False,True
4,Data Leak,Email,Known,IoT,False,True,16,680466,145,True,False,True
10,SQL Injection,Physical,Zero-day,Mobile,False,False,42,272468,193,False,False,True
5,Malware,Email,Known,Mobile,True,False,7,487840,82,False,False,False
9,Data Leak,Email,Zero-day,Desktop,False,False,20,994728,58,False,True,False
3,Data Leak,Web,Misconfiguration,IoT,False,False,42,176035,39,True,True,True
17,Malware,Web,Known,Desktop,False,False,14,316490,164,True,False,True
3,Malware,Physical,Known,IoT,True,True,26,207378,184,False,True,False
16,Malware,Insider,Misconfiguration,IoT,True,True,22,984891,89,True,True,True
4,Phishing,Physical,Known,IoT,True,True,41,487592,22,False,False,True
18,Phishing,Insider,Known,Server,False,True,36,497242,233,False,True,True
17,Data Leak,Network,Known,IoT,False,True,26,455701,186,False,False,False
7,Data Leak,Web,Zero-day,Server,True,True,12,239141,195,True,True,True
23,Data Leak,Network,Zero-day,Mobile,True,False,31,382553,139,False,False,False
5,SQL Injection,Network,Known,Mobile,True,False,40,354477,228,True,False,True
12,Malware,Web,Misconfiguration,Server,True,False,4,401123,209,False,False,False
17,Data Leak,Network,Misconfiguration,Mobile,False,False,40,883792,41,True,False,True
23,Malware,Email,Known,Mobile,True,True,27,709505,153,True,True,False
13,Phishing,Insider,Zero-day,Desktop,True,True,9,275460,169,False,True,False
23,Malware,Physical,Zero-day,Server,False,True,12,963728,149,True,True,True
3,SQL Injection,Web,Known,Server,False,False,29,805366,138,False,True,False
9,SQL Injection,Email,Zero-day,Server,True,False,28,386657,105,False,True,False
17,Malware,Physical,Zero-day,Desktop,True,False,16,468812,217,False,False,False
17,SQL Injection,Physical,Misconfiguration,Server,True,True,8,336378,199,True,True,False
20,SQL Injection,Physical,Known,Mobile,True,True,47,874335,231,True,True,True
16,Phishing,Network,Zero-day,IoT,False,False,13,531888,181,True,True,False
22,Data Leak,Network,Zero-day,Desktop,True,False,14,836048,65,True,True,True
13,SQL Injection,Network,Zero-day,Desktop,True,False,15,794018,222,True,True,False
19,Data Leak,Network,Known,Server,True,False,9,469304,35,False,True,False
17,Malware,Email,Known,IoT,True,False,44,148039,104,True,True,False
4,Malware,Network,Zero-day,IoT,False,False,32,292611,233,False,False,False
12,SQL Injection,Web,Misconfiguration,IoT,True,True,22,56694,199,False,False,True
9,Malware,Physical,Misconfiguration,Mobile,False,False,25,89249,193,False,False,False
19,Phishing,Email,Known,IoT,True,True,41,954908,123,False,True,True
12,SQL Injection,Network,Misconfiguration,Server,True,True,26,754660,131,False,False,True
9,SQL Injection,Physical,Zero-day,Mobile,True,False,45,240913,31,True,False,False
7,SQL Injection,Email,Known,IoT,False,True,29,54147,173,True,True,True
14,Malware,Physical,Known,Server,False,False,18,229168,156,True,False,False
20,Malware,Email,Misconfiguration,Mobile,True,False,36,426562,229,True,False,False
19,SQL Injection,Insider,Known,Mobile,False,False,20,392698,144,False,True,True
15,Data Leak,Email,Misconfiguration,IoT,False,False,33,928174,232,False,True,False
16,Malware,Network,Misconfiguration,Mobile,True,True,20,684480,168,False,False,False
21,Malware,Physical,Zero-day,Desktop,False,True,3,216005,164,False,True,False
5,SQL Injection,Physical,Misconfiguration,Server,False,False,43,569396,120,True,False,False
3,Data Leak,Physical,Misconfiguration,IoT,False,True,34,826985,42,False,False,True
12,SQL Injection,Web,Known,Server,False,False,6,542329,148,False,False,True
20,Malware,Web,Zero-day,Server,False,False,31,323983,161,False,False,True
21,SQL Injection,Network,Zero-day,Desktop,True,False,35,235489,70,True,True,False
